id,timestamp,localDateTime,localDate,localTime,label,exerciseId,exerciseName,routineSessionId,routineName,routineId,mode,stopAtTop,targetReps,totalReps,workingReps,warmupReps,weightPerCableKg,cableCount,totalLoadKg,totalVolumeKg,heaviestLiftKg,durationSec,avgMcvMmS,avgAsymmetryPercent,totalVelocityLossPercent,dominantSide,strengthProfile,estimatedOneRepMaxKg
f74badca-394f-4f95-bede-77b8e48439b7,1778652582860,2026-05-13T14:09:42+08:00,2026-05-13,14:09,2026-05-13 14:09,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,b977c0cd-e306-4eef-89e1-0d4f4dbdb89b,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,17.0,2,34.0,170.0,17.0,10.54,60.39,0.002,-196.45,BALANCED,FLAT,39.67
504146e6-a6c6-456c-8474-efebdb1b3b56,1778652803213,2026-05-13T14:13:23+08:00,2026-05-13,14:13,2026-05-13 14:13,MUqWc_cySh8Szk49,High Bar Squat,,,,Echo,True,5,5,5,3,20.0,2,40.0,795.5,79.55,17.9,21.76,0.755,-197.77,BALANCED,ASCENDING,46.67
66883a36-03c0-4567-973e-7f38a626f1c7,1778652960053,2026-05-13T14:16:00+08:00,2026-05-13,14:16,2026-05-13 14:16,MUqWc_cySh8Szk49,High Bar Squat,,,,Echo,True,5,5,5,3,20.0,2,40.0,831.0,83.1,18.66,25.35,0.947,-25.2,BALANCED,ASCENDING,46.67
675a2916-d56f-4d2d-874b-0e9a69369ae6,1778919483362,2026-05-16T16:18:03+08:00,2026-05-16,16:18,2026-05-16 16:18,MUqWc_cySh8Szk49,High Bar Squat,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,34.0,2,68.0,340.0,34.0,16.54,34.06,0.002,-1557.28,BALANCED,FLAT,79.33
43d188f7-3667-4d0c-b7f6-8b5db025fddb,1778919763594,2026-05-16T16:22:43+08:00,2026-05-16,16:22,2026-05-16 16:22,MUqWc_cySh8Szk49,High Bar Squat,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,34.0,2,68.0,340.0,34.0,13.28,39.39,0.005,-144.86,BALANCED,FLAT,79.33
17adb303-4578-41af-a95f-c8839099494a,1778919943277,2026-05-16T16:25:43+08:00,2026-05-16,16:25,2026-05-16 16:25,MUqWc_cySh8Szk49,High Bar Squat,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,34.0,2,68.0,340.0,34.0,13.2,39.71,0.002,-33.58,BALANCED,FLAT,79.33
60aa0953-d278-4f6d-8bba-02a04cac175e,1778920115447,2026-05-16T16:28:35+08:00,2026-05-16,16:28,2026-05-16 16:28,MUqWc_cySh8Szk49,High Bar Squat,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,34.0,2,68.0,340.0,34.0,13.8,32.86,0.004,-120.81,BALANCED,FLAT,79.33
959e03ba-647f-46dd-8da2-2701074f3736,1778920296345,2026-05-16T16:31:36+08:00,2026-05-16,16:31,2026-05-16 16:31,MUqWc_cySh8Szk49,High Bar Squat,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Echo,True,5,5,5,3,5.0,2,10.0,1000.0,100.0,21.33,26.15,0.472,-93.65,BALANCED,ASCENDING,11.67
af5bfd5f-55c6-4fb3-8276-4bf6c9523e71,1778920377932,2026-05-16T16:32:57+08:00,2026-05-16,16:32,2026-05-16 16:32,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,11.5,2,23.0,115.0,11.5,11.69,51.85,0.001,-412.93,BALANCED,FLAT,26.83
eef7f0c7-a148-4618-afed-99ad4f3e3c6d,1778920574928,2026-05-16T16:36:14+08:00,2026-05-16,16:36,2026-05-16 16:36,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,12.5,2,25.0,125.0,12.5,8.65,69.8,0.005,-42.03,BALANCED,FLAT,29.17
ed9bfb67-06ae-483a-bc2f-c182b16283a3,1778920746826,2026-05-16T16:39:06+08:00,2026-05-16,16:39,2026-05-16 16:39,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,11.5,2,23.0,115.0,11.5,9.29,65.6,0.006,-37.38,BALANCED,FLAT,26.83
4535d22c-a285-4495-b911-e1a4b1a520a3,1778920919762,2026-05-16T16:41:59+08:00,2026-05-16,16:41,2026-05-16 16:41,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,14.0,2,28.0,140.0,14.0,10.67,60.45,0.001,-30.37,BALANCED,FLAT,32.67
519aa9a2-8902-42a8-8fca-56e39d4a219a,1778921094705,2026-05-16T16:44:54+08:00,2026-05-16,16:44,2026-05-16 16:44,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Echo,True,6,6,6,3,5.0,2,10.0,391.8,32.65,26.15,27.37,1.953,23.37,BALANCED,DESCENDING,12.0
c807b67b-753b-46bc-bb27-3f40d16bf12f,1778921180912,2026-05-16T16:46:20+08:00,2026-05-16,16:46,2026-05-16 16:46,e64c7837-52e2-4b97-b771-cf08ab861af1,Conventional Deadlift,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,40.0,2,80.0,400.0,40.0,14.34,38.95,0.001,-939.96,BALANCED,FLAT,93.33
6c45a411-6d77-48c9-a842-99353ed9a18d,1778921341953,2026-05-16T16:49:01+08:00,2026-05-16,16:49,2026-05-16 16:49,e64c7837-52e2-4b97-b771-cf08ab861af1,Conventional Deadlift,bae9cb22-162b-4d9c-b49c-732e77b629bd,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Echo,True,6,6,6,3,5.0,2,10.0,1049.4,87.45,27.11,18.69,1.339,4.76,BALANCED,ASCENDING,12.0
43248ff0-dbaf-40cd-8559-c48e56cb29ca,1779163002140,2026-05-19T11:56:42+08:00,2026-05-19,11:56,2026-05-19 11:56,MUqWc_cySh8Szk49,High Bar Squat,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,35.5,2,71.0,355.0,35.5,16.2,25.81,0.001,-1678.78,BALANCED,FLAT,82.83
e45711dd-3d97-4058-94db-b2098af47933,1779163275415,2026-05-19T12:01:15+08:00,2026-05-19,12:01,2026-05-19 12:01,MUqWc_cySh8Szk49,High Bar Squat,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,35.5,2,71.0,355.0,35.5,13.9,33.93,0.001,-93.59,BALANCED,FLAT,82.83
a8e468e6-d5f3-4bca-a2aa-8e356094614a,1779163450069,2026-05-19T12:04:10+08:00,2026-05-19,12:04,2026-05-19 12:04,MUqWc_cySh8Szk49,High Bar Squat,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,35.5,2,71.0,355.0,35.5,13.73,37.66,0.006,-96.89,BALANCED,FLAT,82.83
e82b2f80-8699-4d07-822c-e9a9cd1675a0,1779163624402,2026-05-19T12:07:04+08:00,2026-05-19,12:07,2026-05-19 12:07,MUqWc_cySh8Szk49,High Bar Squat,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,35.5,2,71.0,355.0,35.5,13.37,39.83,0.001,-58.06,BALANCED,FLAT,82.83
615b8590-0ee9-495f-bd95-2d3f567ee495,1779163795835,2026-05-19T12:09:55+08:00,2026-05-19,12:09,2026-05-19 12:09,MUqWc_cySh8Szk49,High Bar Squat,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Echo,True,5,5,5,3,5.0,2,10.0,1000.0,100.0,24.52,21.88,0.982,-17.68,BALANCED,ASCENDING,11.67
2f7e26c3-b809-4f8d-8bcd-8ac9fa5686e8,1779163878188,2026-05-19T12:11:18+08:00,2026-05-19,12:11,2026-05-19 12:11,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,TUT Beast,True,5,5,5,3,18.0,2,36.0,180.0,18.0,9.57,44.02,0.004,-527.69,BALANCED,FLAT,42.0
40764fe0-557a-4d52-a768-340ee138a097,1779164073818,2026-05-19T12:14:33+08:00,2026-05-19,12:14,2026-05-19 12:14,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,TUT Beast,True,5,5,5,3,18.0,2,36.0,180.0,18.0,8.55,55.92,0.011,-107.13,BALANCED,FLAT,42.0
e74a216a-3ba8-4de0-8363-8865e52883f7,1779164247688,2026-05-19T12:17:27+08:00,2026-05-19,12:17,2026-05-19 12:17,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,TUT Beast,True,5,5,5,3,18.0,2,36.0,180.0,18.0,9.66,48.42,0.001,-46.68,BALANCED,FLAT,42.0
b8c4f09b-1c76-433e-af8c-65999cdebc01,1779164422305,2026-05-19T12:20:22+08:00,2026-05-19,12:20,2026-05-19 12:20,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,TUT Beast,True,5,5,5,3,18.0,2,36.0,180.0,18.0,9.37,51.58,0.01,-55.35,BALANCED,FLAT,42.0
cdcae0da-519e-4b75-9659-029425ead517,1779164595172,2026-05-19T12:23:15+08:00,2026-05-19,12:23,2026-05-19 12:23,NmuYV1NROjrd0NaU,Neutral Grip Bench Press,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Echo,True,5,5,5,3,5.0,2,10.0,321.0,32.1,14.76,30.43,2.065,-0.33,BALANCED,FLAT,11.67
a047eead-0cdc-4f3e-b5e5-c2fc787ad369,1779164669315,2026-05-19T12:24:29+08:00,2026-05-19,12:24,2026-05-19 12:24,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,17.0,2,34.0,170.0,17.0,9.18,70.96,0.003,-525.45,BALANCED,FLAT,39.67
069007da-51dc-4a4b-a7b3-bf5c17b70a08,1779164830544,2026-05-19T12:27:10+08:00,2026-05-19,12:27,2026-05-19 12:27,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,17.0,2,34.0,170.0,17.0,9.06,66.23,0.001,-428.32,BALANCED,FLAT,39.67
c76d3da0-b5c9-40b1-a62e-2dee53096b15,1779164988562,2026-05-19T12:29:48+08:00,2026-05-19,12:29,2026-05-19 12:29,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,17.0,2,34.0,170.0,17.0,8.32,62.49,0.002,-201.76,BALANCED,FLAT,39.67
6e452587-9354-43f6-a3fd-46c2c249cc92,1779165146887,2026-05-19T12:32:26+08:00,2026-05-19,12:32,2026-05-19 12:32,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,17.0,2,34.0,170.0,17.0,7.79,66.16,0.004,-133.19,BALANCED,FLAT,39.67
10dd555e-6997-4be4-876d-09496fe41e3e,1779165287183,2026-05-19T12:34:47+08:00,2026-05-19,12:34,2026-05-19 12:34,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Old School,True,5,5,5,3,17.0,2,34.0,170.0,17.0,8.21,67.4,0.001,-111.98,BALANCED,FLAT,39.67
1f961212-027f-4f5a-8e56-914f8c6063a5,1779165416577,2026-05-19T12:36:56+08:00,2026-05-19,12:36,2026-05-19 12:36,31ea9d9e-669c-4752-9f44-80c3fa864021,Bent Over Row,79ff922d-ef3a-41e8-abca-991c0f3e31f0,stronglift 5x5 A,6401caa3-c8bd-4711-bc40-4c0e202f224d,Echo,True,5,5,5,3,5.0,2,10.0,464.0,46.4,15.46,26.43,3.53,-0.18,B,DESCENDING,11.67
5efa1364-1f67-4649-8acd-64383728bfc1,1779314303530,2026-05-21T05:58:23+08:00,2026-05-21,05:58,2026-05-21 05:58,MUqWc_cySh8Szk49,High Bar Squat,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,36.0,2,72.0,360.0,36.0,14.34,27.67,0.0,-1803.51,BALANCED,FLAT,84.0
e1b6a3a8-e03a-4794-907f-3f4c464ed938,1779314643458,2026-05-21T06:04:03+08:00,2026-05-21,06:04,2026-05-21 06:04,MUqWc_cySh8Szk49,High Bar Squat,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,36.0,2,72.0,360.0,36.0,13.56,34.92,0.001,-37.85,BALANCED,FLAT,84.0
75797c84-bf5e-467a-8b27-0c5c08650afd,1779314782657,2026-05-21T06:06:22+08:00,2026-05-21,06:06,2026-05-21 06:06,MUqWc_cySh8Szk49,High Bar Squat,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,36.0,2,72.0,360.0,36.0,15.8,28.8,0.005,-64.53,BALANCED,FLAT,84.0
ade9d79a-d9b7-4f59-acff-f8d4d3c2d274,1779314959868,2026-05-21T06:09:19+08:00,2026-05-21,06:09,2026-05-21 06:09,MUqWc_cySh8Szk49,High Bar Squat,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,36.0,2,72.0,360.0,36.0,12.65,36.91,0.001,-56.07,BALANCED,FLAT,84.0
c3f15abe-1ae4-45c0-bd81-f8c1c6e479d1,1779315129939,2026-05-21T06:12:09+08:00,2026-05-21,06:12,2026-05-21 06:12,MUqWc_cySh8Szk49,High Bar Squat,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Echo,True,5,5,5,3,5.0,2,10.0,1000.0,100.0,23.64,20.72,0.894,-59.15,BALANCED,ASCENDING,11.67
3ffafe2a-629d-46b2-b649-dd327e1779d5,1779315214223,2026-05-21T06:13:34+08:00,2026-05-21,06:13,2026-05-21 06:13,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,14.0,2,28.0,140.0,14.0,12.59,54.97,0.0,-166.95,BALANCED,FLAT,32.67
6b6cd56d-caaf-432e-ad86-bc8ac7271d7c,1779315342292,2026-05-21T06:15:42+08:00,2026-05-21,06:15,2026-05-21 06:15,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,14.0,2,28.0,140.0,14.0,10.4,61.54,0.001,-54.92,BALANCED,FLAT,32.67
60201365-07bb-43f7-a178-f45040aafdc6,1779315518977,2026-05-21T06:18:38+08:00,2026-05-21,06:18,2026-05-21 06:18,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,14.0,2,28.0,140.0,14.0,10.4,59.73,0.001,-28.65,BALANCED,FLAT,32.67
fbea8ec0-aca4-4805-b765-af37464c5bc9,1779315613422,2026-05-21T06:20:13+08:00,2026-05-21,06:20,2026-05-21 06:20,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,14.0,2,28.0,140.0,14.0,11.65,57.48,0.003,-69.03,BALANCED,FLAT,32.67
0a3ef976-1d01-4e8e-80a8-0f9012e46364,1779315788004,2026-05-21T06:23:08+08:00,2026-05-21,06:23,2026-05-21 06:23,e467f6b8-1e92-4571-b3e6-c020ca7099c3,Overhead Press,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Echo,True,5,5,5,3,5.0,2,10.0,349.0,34.9,19.57,28.21,1.179,31.53,BALANCED,DESCENDING,11.67
9b2d7700-dba3-45c1-a455-d76c17910691,1779315867055,2026-05-21T06:24:27+08:00,2026-05-21,06:24,2026-05-21 06:24,e64c7837-52e2-4b97-b771-cf08ab861af1,Conventional Deadlift,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Old School,True,5,5,5,3,42.5,2,85.0,425.0,42.5,13.49,36.55,0.001,-1032.63,BALANCED,FLAT,99.17
787f011d-94cf-49c8-ac2a-60427424d1e5,1779316010047,2026-05-21T06:26:50+08:00,2026-05-21,06:26,2026-05-21 06:26,e64c7837-52e2-4b97-b771-cf08ab861af1,Conventional Deadlift,f9cf03d9-274b-4d3e-aed0-cd3843aab74e,stronglift 5x5 B,33a8d40e-2c44-4ec9-95c4-61145095e96d,Echo,True,5,5,5,3,5.0,2,10.0,906.0,90.6,21.44,21.47,3.474,43.42,B,ASCENDING,11.67
